dataset,fsn,saa,azimuth,length,width,num_pixels,charge
2014-04-16,5142681,True,67.451,11.240,1.537,18,61163.004
2014-04-16,5142681,True,88.506,12.773,3.769,20,27538.166
2014-04-16,5142681,True,64.627,18.230,1.155,22,33991.086
2014-04-16,5142681,True,30.304,15.037,4.920,25,56056.750
2014-04-16,5142681,True,8.971,15.732,12.892,63,120225.422
2014-04-16,5142681,True,52.619,23.890,4.153,35,74236.828
2014-04-16,5142681,True,76.181,14.998,5.154,35,44024.582
2014-04-16,5142681,True,55.449,14.949,4.613,29,328440.906
2014-04-16,5142681,True,64.322,14.759,2.649,33,102483.422
2014-04-16,5142681,True,78.745,15.128,7.105,53,305969.812
2014-04-16,5142681,True,50.596,19.313,8.173,52,85462.750
2014-04-16,5142681,True,71.812,16.926,2.370,20,25782.668
2014-04-16,5142681,True,58.064,12.321,4.045,31,50111.500
2014-04-16,5142681,True,93.350,12.795,2.585,26,80115.500
2014-04-16,5142681,True,80.466,12.483,4.491,29,42432.000
2014-04-16,5142681,True,66.459,15.183,2.521,30,86515.344
2014-04-16,5142681,True,16.288,14.833,4.175,34,49947.164
2014-04-16,5142681,True,121.246,14.257,8.098,47,79097.500
2014-04-16,5142681,True,88.011,15.620,2.720,24,36516.750
2014-04-16,5142681,True,13.487,10.528,5.683,37,81625.500
2014-04-16,5142681,True,54.711,24.189,1.309,27,55554.340
2014-04-16,5142681,True,50.413,16.720,11.841,74,189380.656
2014-04-16,5142681,True,63.337,16.277,1.778,30,180632.562
2014-04-16,5142681,True,51.824,17.016,2.162,33,85343.500
2014-04-16,5142681,True,83.942,16.755,1.736,30,167273.328
2014-04-16,5142681,True,27.819,15.569,5.548,36,79467.250
2014-04-16,5142681,True,53.269,23.184,1.415,28,60804.082
2014-04-16,5142681,True,69.657,18.162,5.359,47,151103.219
2014-04-16,5142681,True,89.735,12.876,1.592,19,64597.582
2014-04-16,5142681,True,77.911,25.129,7.389,54,105134.922
2014-04-16,5142681,True,65.680,18.617,6.479,39,89851.992
2014-04-16,5142681,True,65.857,50.710,4.706,104,174017.672
2014-04-16,5142681,True,157.382,9.457,4.667,41,147481.000
2014-04-16,5142681,True,77.433,43.583,5.546,111,278712.500
2014-04-16,5142681,True,8.035,12.880,5.274,39,175887.906
2014-04-16,5142681,True,63.083,23.431,3.426,38,65675.742
2014-04-16,5142681,True,89.376,14.610,4.267,20,31212.332
2014-04-16,5142681,True,43.745,17.197,10.112,56,126624.422
2014-04-16,5142681,True,87.938,13.244,2.861,29,103837.430
2014-04-16,5142681,True,59.565,24.577,4.328,55,134944.656
2014-04-16,5142681,True,116.600,19.460,2.014,39,431333.312
2014-04-16,5142681,True,60.355,16.700,3.521,42,95111.422
2014-04-16,5142681,True,69.603,19.750,7.118,48,112464.094
2014-04-16,5142681,True,40.420,33.633,4.646,58,88599.172
2014-04-16,5142681,True,46.405,15.117,3.505,31,105207.328
2014-04-16,5142681,True,75.900,15.201,4.783,35,84388.086
2014-04-16,5142681,True,155.459,13.470,1.840,22,128037.258
2014-04-16,5142681,True,74.916,13.287,2.406,26,109593.672
2014-04-16,5142681,True,40.501,27.507,6.973,71,179982.734
2014-04-16,5142681,True,160.645,16.509,2.441,34,43001.086
2014-04-16,5142681,True,33.108,15.000,4.633,32,66099.336
2014-04-16,5142681,True,48.170,26.440,6.287,46,92118.578
2014-04-16,5142681,True,47.798,61.986,7.081,144,364843.344
2014-04-16,5142681,True,70.215,54.605,3.540,96,208764.500
2014-04-16,5142681,True,60.685,15.571,3.549,26,30454.332
2014-04-16,5142681,True,42.166,21.850,5.566,56,227469.609
2014-04-16,5142681,True,78.013,15.752,5.341,35,95767.578
2014-04-16,5142681,True,178.020,15.738,7.859,35,112747.828
2014-04-16,5142681,True,62.434,16.803,3.993,33,93427.500
2014-04-16,5142681,True,65.096,116.297,3.284,222,1054857.250
2014-04-16,5142681,True,62.759,19.245,5.131,41,116731.094
2014-04-16,5142681,True,72.705,14.973,8.224,42,83000.750
2014-04-16,5142681,True,129.810,9.697,7.850,47,155484.500
2014-04-16,5142681,True,80.375,13.382,3.869,29,60803.914
2014-04-16,5142681,True,59.437,27.829,6.336,64,239780.812
2014-04-16,5142681,True,69.308,14.096,1.250,19,23664.414
2014-04-16,5142681,True,90.470,10.314,4.613,34,119562.258
2014-04-16,5142681,True,78.671,10.824,1.575,18,28634.332
2014-04-16,5142681,True,71.828,16.148,2.652,29,59378.664
2014-04-16,5142681,True,57.221,16.715,3.173,35,107401.078
2014-04-16,5142681,True,70.298,16.806,4.818,46,190742.406
2014-04-16,5142681,True,65.618,17.456,3.747,38,94405.156
2014-04-16,5142681,True,57.918,19.657,2.934,38,191919.828
2014-04-16,5142681,True,4.122,13.889,4.663,40,125842.922
2014-04-16,5142681,True,153.846,10.286,1.784,27,248702.750
2014-04-16,5142681,True,88.516,19.800,6.499,51,197131.906
2014-04-16,5142681,True,66.224,22.165,1.687,34,76684.336
2014-04-16,5142681,True,83.769,18.292,1.702,40,224478.516
2014-04-16,5142681,True,63.441,17.720,8.362,58,272906.125
2014-04-16,5142681,True,60.991,22.500,4.086,46,135567.094
2014-04-16,5142681,True,69.021,17.711,2.419,30,63721.676
2014-04-16,5142681,True,90.168,14.775,4.331,36,68161.156
2014-04-16,5142681,True,35.684,18.465,2.007,35,181899.672
2014-04-16,5142681,True,27.822,10.290,6.629,43,114161.000
2014-04-16,5142681,True,73.725,16.701,5.362,29,60353.922
2014-04-16,5142681,True,52.246,16.037,5.885,34,82749.578
2014-04-16,5142681,True,10.458,12.733,2.174,25,90911.414
2014-04-16,5142681,True,44.479,54.479,9.797,121,270706.406
2014-04-16,5142681,True,25.903,12.369,6.905,42,86986.164
2014-04-16,5142681,True,59.076,96.702,6.558,273,1431681.500
2014-04-16,5142681,True,64.339,319.112,6.306,539,811110.500
2014-04-16,5142681,True,70.222,43.656,6.033,105,266713.344
2014-04-16,5142681,True,65.942,17.466,3.020,26,75853.750
2014-04-16,5142681,True,35.047,16.338,5.473,37,70685.672
2014-04-16,5142681,True,8.992,13.632,4.594,31,65018.496
2014-04-16,5142681,True,144.379,19.358,2.697,30,126278.836
2014-04-16,5142681,True,76.556,11.079,1.619,19,34732.582
2014-04-16,5142681,True,70.422,15.633,5.531,36,47873.250
2014-04-16,5142681,True,73.045,20.156,2.658,33,93790.492
2014-04-16,5142681,True,88.022,21.985,4.734,40,100256.578
2014-04-16,5142681,True,157.945,22.676,10.237,81,161603.672
2014-04-16,5142681,True,48.405,13.814,7.530,51,131523.406
2014-04-16,5142681,True,73.412,43.062,4.309,90,210664.594
2014-04-16,5142681,True,24.597,12.683,8.373,46,131849.422
2014-04-16,5142681,True,51.594,15.479,2.979,30,94246.750
2014-04-16,5142681,True,72.246,28.120,10.585,96,191357.750
2014-04-16,5142681,True,71.870,15.487,4.775,31,42746.086
2014-04-16,5142681,True,81.910,14.535,1.983,22,74783.992
2014-04-16,5142681,True,72.941,19.163,2.229,21,92580.672
2014-04-16,5142681,True,52.090,13.153,3.176,29,75920.000
2014-04-16,5142681,True,70.565,25.231,5.387,58,193560.250
2014-04-16,5142681,True,93.100,12.372,10.427,52,182520.000
2014-04-16,5142681,True,62.225,62.800,10.576,149,247560.094
2014-04-16,5142681,True,70.598,35.231,5.089,67,78820.422
2014-04-16,5142681,True,90.188,15.860,3.618,26,60737.086
2014-04-16,5142681,True,121.438,21.378,4.138,42,110099.500
2014-04-16,5142681,True,113.726,10.334,5.697,35,83176.000
2014-04-16,5142681,True,76.666,49.041,6.697,90,225744.750
2014-04-16,5142681,True,82.038,13.609,5.974,39,110104.570
2014-04-16,5142681,True,43.545,13.936,6.143,36,57658.254
2014-04-16,5142681,True,39.245,25.321,14.808,112,220850.953
2014-04-16,5142681,True,89.571,14.411,3.091,22,58760.422
2014-04-16,5142681,True,68.793,15.244,3.005,23,32635.998
2014-04-16,5142681,True,61.571,110.720,11.855,245,452878.219
2014-04-16,5142681,True,60.572,15.736,2.918,28,83405.086
2014-04-16,5142681,True,110.685,18.598,2.582,30,89637.156
2014-04-16,5142681,True,72.379,13.845,4.001,32,62982.000
2014-04-16,5142681,True,66.683,54.403,9.695,112,186641.672
2014-04-16,5142681,True,109.894,11.508,4.008,42,186628.656
2014-04-16,5142681,True,66.773,12.906,2.607,27,65865.164
2014-04-16,5142681,True,58.598,19.562,1.912,34,198496.344
2014-04-16,5142681,True,36.533,18.064,4.382,47,116033.344
2014-04-16,5142681,True,28.184,16.154,2.232,30,31271.668
2014-04-16,5142681,True,51.551,25.443,1.827,39,51889.328
2014-04-16,5142681,True,88.733,29.514,10.684,106,273870.031
2014-04-16,5142681,True,65.223,14.670,2.039,26,77144.586
2014-04-16,5142681,True,48.423,20.391,4.985,41,57006.172
2014-04-16,5142681,True,4.272,13.508,2.922,24,42387.086
2014-04-16,5142681,True,45.307,15.249,4.574,47,158699.422
2014-04-16,5142681,True,68.970,28.274,1.785,49,172490.172
2014-04-16,5142681,True,99.579,9.780,5.013,20,27997.500
2014-04-16,5142681,True,67.091,19.635,2.153,36,312711.219
2014-04-16,5142681,True,67.351,12.024,3.732,25,55998.086
2014-04-16,5142681,True,64.991,14.370,6.425,37,101981.672
2014-04-16,5142681,True,58.513,19.951,2.631,31,51360.086
2014-04-16,5142681,True,43.385,18.459,5.124,40,103078.578
2014-04-16,5142681,True,32.331,16.688,2.775,32,95891.086
2014-04-16,5142681,True,74.541,24.248,2.206,31,68596.164
2014-04-16,5142681,True,108.705,15.063,3.061,30,114373.094
2014-04-16,5142681,True,66.010,13.769,4.729,33,75531.078
2014-04-16,5142681,True,59.895,29.657,6.946,71,230491.922
2014-04-16,5142681,True,66.137,12.220,1.588,27,78136.914
2014-04-16,5142681,True,79.251,78.573,8.544,204,421877.812
2014-04-16,5142681,True,80.238,13.649,4.018,20,53329.000
2014-04-16,5142681,True,82.025,11.780,2.979,22,27412.000
2014-04-16,5142681,True,76.779,94.260,5.989,176,453932.344
2014-04-16,5142681,True,2.135,11.376,3.705,29,63592.254
2014-04-16,5142681,True,45.521,20.352,3.633,38,97461.578
2014-04-16,5142681,True,52.692,17.774,2.634,49,266116.062
2014-04-16,5142681,True,155.667,10.990,3.237,30,40534.914
2014-04-16,5142681,True,77.826,15.558,1.569,26,54619.914
2014-04-16,5142681,True,35.764,13.035,4.678,33,53806.336
2014-04-16,5142681,True,80.728,20.203,6.797,44,149531.500
2014-04-16,5142681,True,87.393,15.497,5.592,33,49067.836
2014-04-16,5142681,True,62.513,13.994,1.618,25,61101.922
2014-04-16,5142681,True,60.709,16.741,2.378,32,88016.664
2014-04-16,5142681,True,59.796,13.316,2.856,36,104910.406
2014-04-16,5142681,True,119.770,17.353,6.812,51,159989.906
2014-04-16,5142681,True,128.972,13.305,3.458,26,47204.918
2014-04-16,5142681,True,78.059,19.905,4.127,39,76736.656
2014-04-16,5142681,True,66.195,26.906,9.089,100,219290.781
2014-04-16,5142681,True,29.970,21.188,8.258,81,265869.844
2014-04-16,5142681,True,60.758,21.805,4.012,42,130439.086
2014-04-16,5142681,True,73.292,15.044,7.391,63,210105.250
2014-04-16,5142681,True,61.103,14.653,1.901,27,53373.836
2014-04-16,5142681,True,14.916,13.988,3.844,38,79154.914
2014-04-16,5142681,True,69.187,13.444,3.062,41,139093.500
2014-04-16,5142681,True,80.232,15.466,3.801,40,88861.836
2014-04-16,5142681,True,89.874,12.379,7.806,46,91337.836
2014-04-16,5142681,True,44.800,28.494,4.427,59,94268.078
2014-04-16,5142681,True,175.921,11.047,1.781,21,67460.258
2014-04-16,5142681,True,71.189,67.214,4.594,159,504777.250
2014-04-16,5142681,True,56.845,16.723,2.981,32,97397.250
2014-04-16,5142681,True,45.190,24.761,9.468,60,152795.250
2014-04-16,5142681,True,41.862,16.871,7.285,49,130525.578
2014-04-16,5142681,True,72.046,168.680,3.924,246,974243.250
2014-04-16,5142681,True,63.717,32.545,6.095,101,169258.750
2014-04-16,5142681,True,88.669,12.359,3.170,27,118741.922
2014-04-16,5142681,True,18.534,16.327,1.950,20,26918.502
2014-04-16,5142681,True,37.500,15.462,3.663,33,100826.922
2014-04-16,5142681,True,45.866,47.367,4.343,107,334291.844
2014-04-16,5142681,True,57.740,21.457,5.309,67,182059.344
2014-04-16,5142681,True,69.577,17.888,4.467,32,108766.078
2014-04-16,5142681,True,44.792,11.867,2.974,30,395111.375
2014-04-16,5142681,True,127.612,13.691,5.367,37,84464.750
2014-04-16,5142681,True,97.121,12.111,3.713,30,169169.250
2014-04-16,5142681,True,59.330,19.470,4.357,41,91500.000
2014-04-16,5142681,True,88.093,14.635,2.969,26,128722.750
2014-04-16,5142681,True,62.830,13.877,3.992,34,98688.672
2014-04-16,5142681,True,65.143,12.587,3.335,29,77205.000
2014-04-16,5142681,True,64.268,21.229,1.910,36,85357.836
2014-04-16,5142681,True,78.939,12.794,1.799,21,28429.000
2014-04-16,5142681,True,45.320,13.833,7.573,53,153857.266
2014-04-16,5142681,True,71.320,13.310,1.981,26,60638.164
2014-04-16,5142681,True,58.711,22.583,2.842,37,41235.336
2014-04-16,5142681,True,62.003,18.926,4.374,53,227424.000
2014-04-16,5142681,True,38.553,18.885,2.869,24,44963.254
2014-04-16,5142681,True,79.701,14.433,2.058,25,83273.000
2014-04-16,5142681,True,68.921,15.524,3.035,42,162913.250
2014-04-16,5142681,True,69.643,34.786,5.921,70,112480.422
2014-04-16,5142681,True,74.793,15.897,3.716,35,67986.500
2014-04-16,5142681,True,61.698,17.372,1.803,28,91160.164
2014-04-16,5142681,True,64.209,29.703,3.481,54,118381.500
2014-04-16,5142681,True,62.123,57.561,3.101,89,106023.750
2014-04-16,5142681,True,158.033,12.833,7.714,36,126374.742
2014-04-16,5142681,True,77.182,12.495,1.936,19,54905.508
2014-04-16,5142681,True,53.929,11.465,5.623,41,106241.742
2014-04-16,5142681,True,69.134,14.853,4.677,30,65683.422
2014-04-16,5142681,True,33.488,11.792,3.250,33,72682.578
2014-04-16,5142681,True,85.447,17.650,6.811,58,123770.414
2014-04-16,5142681,True,67.391,15.024,4.473,39,97082.828
2014-04-16,5142681,True,95.999,7.868,3.288,26,63327.578
2014-04-16,5142681,True,108.782,23.211,2.209,49,198047.594
2014-04-16,5142684,True,59.347,23.518,4.316,53,227959.344
2014-04-16,5142684,True,59.093,18.171,7.990,44,140812.656
2014-04-16,5142684,True,88.164,12.996,2.988,23,52101.414
2014-04-16,5142684,True,56.920,24.539,4.903,41,65330.914
2014-04-16,5142684,True,72.900,15.801,2.040,26,71640.586
2014-04-16,5142684,True,65.898,24.805,3.514,55,181710.406
2014-04-16,5142684,True,56.874,17.392,7.959,46,100018.578
2014-04-16,5142684,True,78.715,13.259,4.735,36,65727.078
2014-04-16,5142684,True,58.748,15.291,3.354,30,77383.758
2014-04-16,5142684,True,68.025,67.255,8.204,140,404403.844
2014-04-16,5142684,True,48.727,55.661,5.373,107,197187.812
2014-04-16,5142684,True,115.666,15.045,7.833,57,143255.594
2014-04-16,5142684,True,90.308,11.554,6.932,33,47871.582
2014-04-16,5142684,True,71.581,16.093,2.484,24,48080.586
2014-04-16,5142684,True,69.191,25.623,2.872,46,133558.000
2014-04-16,5142684,True,77.186,43.599,3.320,66,177248.172
2014-04-16,5142684,True,76.111,11.964,2.929,23,53841.586
2014-04-16,5142684,True,114.878,12.971,8.753,59,136009.000
2014-04-16,5142684,True,87.778,15.201,2.499,22,23851.580
2014-04-16,5142684,True,64.898,15.873,2.062,25,41081.918
2014-04-16,5142684,True,98.085,13.246,3.227,26,50787.586
2014-04-16,5142684,True,95.023,11.825,3.164,22,36235.582
2014-04-16,5142684,True,75.678,96.174,8.401,170,418222.031
2014-04-16,5142684,True,69.645,15.409,2.571,25,67942.914
2014-04-16,5142684,True,59.952,10.823,4.194,30,58483.000
2014-04-16,5142684,True,150.791,14.173,5.410,40,98691.672
2014-04-16,5142684,True,25.804,13.613,2.653,26,38096.828
2014-04-16,5142684,True,58.589,18.704,1.945,30,61439.836
2014-04-16,5142684,True,117.417,12.636,2.671,28,89456.164
2014-04-16,5142684,True,75.350,35.387,1.449,53,75949.508
2014-04-16,5142684,True,67.113,17.165,2.932,38,222454.172
2014-04-16,5142684,True,77.863,13.723,4.267,26,37029.664
2014-04-16,5142684,True,161.377,12.613,4.081,25,41597.250
2014-04-16,5142684,True,67.813,42.561,2.666,77,151630.328
2014-04-16,5142684,True,95.456,11.681,1.801,24,65944.578
2014-04-16,5142684,True,71.230,12.049,3.355,36,164510.844
2014-04-16,5142684,True,67.297,14.529,3.449,34,84857.078
2014-04-16,5142684,True,82.562,23.213,1.265,30,99759.672
2014-04-16,5142684,True,71.207,12.512,3.778,30,104508.094
2014-04-16,5142684,True,52.735,16.015,5.040,51,146278.172
2014-04-16,5142684,True,65.900,20.625,3.556,45,98028.586
2014-04-16,5142684,True,56.686,38.325,3.181,93,267768.250
2014-04-16,5142684,True,61.110,15.907,3.146,39,91003.750
2014-04-16,5142684,True,77.584,11.948,1.898,21,93568.922
2014-04-16,5142684,True,65.559,34.347,3.928,68,186955.000
2014-04-16,5142684,True,63.815,17.006,4.830,42,124893.250
2014-04-16,5142684,True,32.593,20.036,3.502,30,51601.086
2014-04-16,5142684,True,60.622,17.046,3.299,22,45808.668
2014-04-16,5142684,True,46.399,20.367,1.429,32,128452.242
2014-04-16,5142684,True,67.359,26.136,3.944,41,50337.832
2014-04-16,5142684,True,66.572,18.520,1.216,16,41743.336
2014-04-16,5142684,True,83.782,17.741,5.086,40,112671.844
2014-04-16,5142684,True,62.227,29.166,3.441,54,256433.484
2014-04-16,5142684,True,37.638,13.694,3.554,36,51977.414
2014-04-16,5142684,True,80.001,18.197,4.466,41,75397.578
2014-04-16,5142684,True,48.373,16.510,3.706,31,46005.664
2014-04-16,5142684,True,47.441,55.905,5.076,98,260807.578
2014-04-16,5142684,True,59.848,14.442,4.205,38,78699.406
2014-04-16,5142684,True,23.330,14.742,5.636,47,96699.164
2014-04-16,5142684,True,78.331,20.246,5.696,37,66631.914
2014-04-16,5142684,True,94.418,12.492,4.590,24,69898.000
2014-04-16,5142684,True,49.150,18.614,1.785,30,85209.578
2014-04-16,5142684,True,102.066,11.838,2.225,23,55184.836
2014-04-16,5142684,True,77.146,10.121,3.571,21,44463.168
2014-04-16,5142684,True,40.078,15.751,4.778,36,111373.406
2014-04-16,5142684,True,74.409,26.977,3.674,55,265973.938
2014-04-16,5142684,True,53.751,35.891,6.405,95,376803.125
2014-04-16,5142684,True,73.117,15.407,2.545,25,57862.836
2014-04-16,5142684,True,83.694,12.698,3.138,26,92116.836
2014-04-16,5142684,True,59.245,19.396,8.098,39,72444.258
2014-04-16,5142684,True,78.594,35.967,5.703,60,92475.336
2014-04-16,5142684,True,99.527,10.439,3.389,24,62954.836
2014-04-16,5142684,True,162.932,15.351,3.623,23,33229.250
2014-04-16,5142684,True,36.333,38.754,4.296,75,117848.578
2014-04-16,5142684,True,72.719,12.220,1.500,21,157328.250
2014-04-16,5142684,True,115.889,14.215,5.843,40,82375.000
2014-04-16,5142684,True,61.149,15.085,1.421,25,74667.836
2014-04-16,5142684,True,20.348,17.140,2.726,20,59350.250
2014-04-16,5142684,True,79.635,20.090,1.396,25,55739.750
2014-04-16,5142684,True,57.724,18.856,1.939,41,112153.336
2014-04-16,5142684,True,106.155,11.224,4.146,41,203539.000
2014-04-16,5142684,True,64.052,20.688,2.457,32,65195.496
2014-04-16,5142684,True,63.649,12.925,9.534,49,115233.422
2014-04-16,5142684,True,70.335,16.389,2.324,23,47829.086
2014-04-16,5142684,True,60.001,55.900,4.031,110,262409.500
2014-04-16,5142684,True,33.257,20.864,9.897,48,106716.672
2014-04-16,5142684,True,78.288,9.999,3.526,29,110029.062
2014-04-16,5142684,True,100.056,13.751,7.719,39,54250.328
2014-04-16,5142684,True,57.406,22.741,2.266,50,271560.844
2014-04-16,5142684,True,58.355,17.330,2.454,34,115340.406
2014-04-16,5142684,True,12.762,14.225,6.351,58,152200.812
2014-04-16,5142684,True,48.490,17.848,1.203,30,256435.406
2014-04-16,5142684,True,57.558,15.195,5.376,47,137383.078
2014-04-16,5142684,True,64.412,14.419,4.400,34,73214.328
2014-04-16,5142684,True,88.988,10.723,3.409,34,73358.914
2014-04-16,5142684,True,27.822,26.997,2.146,55,337001.844
2014-04-16,5142684,True,146.471,28.916,1.435,64,1242981.750
2014-04-16,5142684,True,79.268,26.544,4.055,34,117451.844
2014-04-16,5142684,True,65.963,25.558,3.854,47,61909.586
2014-04-16,5142684,True,78.578,17.646,5.624,51,136081.844
2014-04-16,5142684,True,72.930,54.439,7.645,127,407124.438
2014-04-16,5142684,True,74.552,22.374,1.412,23,28624.834
2014-04-16,5142684,True,164.095,11.461,3.922,27,44529.832
2014-04-16,5142684,True,56.272,21.535,2.507,38,52474.914
2014-04-16,5142684,True,68.889,17.393,1.424,30,50883.336
2014-04-16,5142684,True,100.906,10.240,3.841,32,86439.336
2014-04-16,5142684,True,93.276,15.764,2.519,40,151179.500
2014-04-16,5142684,True,54.283,32.805,3.381,69,104385.828
2014-04-16,5142684,True,71.614,34.912,4.181,56,77919.750
